SW-DOWNLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CGS-Serial Number,CGS-Vendor,CYC-Serial Number,CYC-Vendor,HOOP-Serial Number,HOOP-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,FP_SN,JULIET_SN,OS_BUILD_VERSION_FATP,ROMEO_SN,STATION_STRING,DCSD FINISH,DCSD LOG-COLLECTION,DCSD REPORT-DATA-WRITE-CB,DCSD RESTORE  9 - The operation couldn’t be completed. (AMRestoreErrorDomain error 9 - Failed to receive message from device might be conn,DCSD RESTORE,DCSD START,hidd_nonui display ECIDCount,hidd_nonui display_on_time EFI,hidd_nonui display_on_time NonUI,hidd_nonui display_on_time Total,MAX_TEMP pmu TDEV1,MAX_TEMP pmu TDEV2,MAX_TEMP pmu TDEV3,MAX_TEMP pmu TDEV4,MAX_TEMP pmu TDEV5,MAX_TEMP soc THERMAL0,MAX_TEMP soc THERMAL1,MAX_TEMP soc THERMAL2,MIN_TEMP pmu TDEV1,MIN_TEMP pmu TDEV2,MIN_TEMP pmu TDEV3,MIN_TEMP pmu TDEV4,MIN_TEMP pmu TDEV5,MIN_TEMP soc THERMAL0,MIN_TEMP soc THERMAL1,MIN_TEMP soc THERMAL2,STOP_TESTABLE_DEVICE CHECK_PROCESS_CONTROL,TestGroup Failure Action,UsbLocation UsbLocation
FXGL,D54,G6TZL01UPF68,2S3BHC,,,FXGL_C04-5F-BIR_4_SW-DOWNLOAD,PASS,2019-11-07 08:43:39,2019-11-07 08:51:04,,0.0.2-18A21371m,C079432001PMVW39,Foxconn,F5D94126WBMNR8512,Desay Battery Co. Ltd.,G6T94350009PFL4AD,FXGL,DLC941208YNLCTV27,ICT-Lanto Limited,GH9941320GXNY1410,NSTD,G6T94350008PG2XA6,FXGL,C079427000WP5632,Foxconn,G6T9433007RPG32AW,FXGL,FWP9401Z1EAMVFYRN,DNM937301KYN9646F,18A21371m,F8P9365023JN2865F,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,33964,66914,100878,42.72,46.52,43.27,48.07,44.92,48,46.75,0,30.93,32.2,30.93,33.13,31.81,29.64,30.48,0,,,337707008
FXGL,D54,G6TZL02FPF7D,3ITR1W,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,FAIL,2019-11-07 09:38:50,2019-11-07 09:44:37,TestGroup Failure Action,0.0.2-18A21371e,C0794270017NY9L5,Foxconn,F8Y941400WVNR861N,Sunwoda Electronics Co. Ltd.,G6T9437000JPFL4A2,FXGL,DLC940704C9LCTV2E,ICT-Lanto Limited,GH9938610MGNY141E,NSTD,G6T9437000JPFL1A5,FXGL,C079427001ZP5662,Foxconn,G6T9435000XPG32A9,FXGL,FWP9385Z3M9MVFYJU,F6D9396029NN96535,18A21371e,DN893656QNKN2855V,Nil,,,,,,,3,126501,58748,185249,36.75,39.14,37.78,40.52,39.14,45.92,43.92,0,24.65,25.73,25.22,26.67,25.87,23.14,23.54,0,,,437391888
FXGL,D54,G6TZL034PF7D,3ITR1W,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 09:38:45,2019-11-07 09:50:04,,0.0.2-18A21371e,C0794270024NY9L5,Foxconn,F8Y941401G3NR861M,Sunwoda Electronics Co. Ltd.,G6T9437000QPFL4AW,FXGL,DLC940704FYLCTV2G,ICT-Lanto Limited,GH9938610PMNY1413,NSTD,G6T94370019PFL1AB,FXGL,C079427000EP5662,Foxconn,G6T9436001NPG32AE,FXGL,FWP9385Z4ZWMVFYJ4,F6D939602E0N9653C,18A21371e,DN893656QP2N28559,Miss bbpvpcrtappvCmCltcrtpspceCfgrCfg,,,,,,,3,77533,34707,112240,38.11,39.61,38.51,40.71,39.49,47.68,46.87,0,24.84,25.7,25.06,26.4,25.57,22.54,23.93,0,,,437392400
FXGL,D54,G6TZL03LPF76,3S4WY,,,FXGL_C04-5F-BIR_4_SW-DOWNLOAD,PASS,2019-11-07 08:43:39,2019-11-07 08:51:34,,0.0.2-18A21371m,C079434004XNY9L5,Foxconn,F8Y942700WBNR871Z,Sunwoda Electronics Co. Ltd.,G6T9437002NPFL4AS,FXGL,DLC940704ESLCTV2R,ICT-Lanto Limited,GH9938710X0NY141Z,NSTD,G6T94370027PFL1AA,FXGL,C0794330032P5652,Foxconn,G6T9436000KPG32AL,FXGL,FWP9393Z2MQMVFYN1,F6D93710193N9657Q,18A21371m,F8P93810406N28627,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,5,22062,15169,37231,41.15,45.14,42.72,45.98,43.06,43.67,43.95,0,29.89,30.93,30.01,31.73,30.53,27.79,28.76,0,,,341901312
FXGL,D54,G6TZL04DPF68,D54-PRO1,D54-PRO1_2R3BHCSS,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 08:30:22,2019-11-07 08:42:14,,0.0.2-18A21371e,C0794320067MVW39,Foxconn,F5D9426BSGWNWYK15,Desay Battery Co. Ltd.,G6T9436001KPFL4AZ,FXGL,DLC9412096TLCTV2B,ICT-Lanto Limited,GH9941320DXNY1419,NSTD,G6T94360009PG2XA4,FXGL,C0794270019P5632,Foxconn,G6T9435002YPG32A2,FXGL,FWP9393Z23VMVFYNG,DNM937301F7N9646J,18A21371e,F8P9365024BN2865K,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,5,49068,81103,130171,38.56,41.15,39.73,42.52,40.16,40.28,39.98,0,38.56,41.15,39.73,42.52,40.16,40.28,39.98,0,,,437391888
FXGL,D54,G6TZL04GPF68,D54-PRO1,D54-PRO1_2R3BHCSS,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 08:29:18,2019-11-07 08:40:15,,0.0.2-18A21371e,C079432000KMVW39,Foxconn,F5D9426BM2DNWYK11,Desay Battery Co. Ltd.,G6T9436001GPFL4A2,FXGL,DLC9412095YLCTV29,ICT-Lanto Limited,GH9941420MHNY141Y,NSTD,G6T94360005PG2XA8,FXGL,C079427006DP5632,Foxconn,G6T94350035PG32AS,FXGL,FWP9393Z2MPMVFYN2,DNM937301LWN9646E,18A21371e,F8P936503HKN28655,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,5,46604,81383,127987,38.79,41.47,39.67,42.45,40.16,41.09,39.79,0,38.79,41.47,39.67,42.45,40.16,41.09,39.79,0,,,437392144
FXGL,D54,G6TZL057PF68,2R3BHC,,,FXGL_C01-5F-DQE_2_SW-DOWNLOAD,PASS,2019-11-07 09:30:53,2019-11-07 09:40:31,,0.0.2-18A21371j,C079432001YMVW39,Foxconn,F5D9426BTXHNWYK16,Desay Battery Co. Ltd.,G6T9436000YPFL4AP,FXGL,DLC9412091QLCTV2V,ICT-Lanto Limited,GH994131015NY1416,NSTD,G6T94360002PG2XAB,FXGL,C079427007LP5632,Foxconn,G6T9435001YPG32A5,FXGL,FWP9393Z1YAMVFYNH,DNM937301GNN96460,18A21371j,F8P9365026LN28654,Miss CmClbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,103441,90375,193816,40.09,39.97,39.97,42.32,39.67,44.92,43.43,0,24.43,24.62,24.71,26.94,26.16,21.92,23.2,0,,,337723392
FXGL,D54,G6TZL05DPF68,2R3BHC,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 09:03:37,2019-11-07 09:20:49,,0.0.2-18A21371e,C0794320011MVW39,Foxconn,F5D9426BMD9NWYK16,Desay Battery Co. Ltd.,G6T94360016PFL4AC,FXGL,DLC941208QHLCTV22,ICT-Lanto Limited,GH99414211ANY141W,NSTD,G6T9436000GPG2XAX,FXGL,C079427000LP5632,Foxconn,G6T9435002TPG32A7,FXGL,FWP9393Z046MVFYN4,DNM937301E1N9646T,18A21371e,F8P936501YDN28652,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,59809,57572,117381,36.49,39.2,36.75,39.85,37.83,41.76,40.03,0,27.29,28.7,27.68,29.54,28.51,26.28,26.87,0,,,437391632
FXGL,D54,G6TZL05QPF68,2R3BHC,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 09:04:56,2019-11-07 09:22:39,,0.0.2-18A21371e,C0794320035MVW39,Foxconn,F5D9426BEH0NWYK1A,Desay Battery Co. Ltd.,G6T9436000QPFL4AX,FXGL,DLC941208RLLCTV2W,ICT-Lanto Limited,GH99414208SNY141U,NSTD,G6T94360012PG2XA8,FXGL,C079427002UP5632,Foxconn,G6T94350038PG32AP,FXGL,FWP9393Z2FEMVFYNV,DNM937301F6N9646K,18A21371e,F8P9365026JN28656,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,7,86573,62332,148905,38.11,40.09,38.11,41.34,39.08,42.7,41.21,0,24.46,25.09,24.4,26.2,25.03,24.07,24.56,0,,,437395712
FXGL,D54,G6TZL065PF68,2R3BHC,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,FAIL,2019-11-07 09:12:25,2019-11-07 09:23:04,TestGroup Failure Action,0.0.2-18A21371e,C079432002AMVW39,Foxconn,F5D9426BR4RNWYK1D,Desay Battery Co. Ltd.,G6T9436000DPFL4A8,FXGL,DLC941208RNLCTV2U,ICT-Lanto Limited,GH9941420DTNY141C,NSTD,G6T94360013PG2XA7,FXGL,C0794270064P5632,Foxconn,G6T9435002MPG32AD,FXGL,FWP9393Z0MFMVFYNC,DNM937301F3N9646N,18A21371e,F8P936501WWN2865R,Nil,,,,,,,3,72553,105735,178288,35.97,39.14,36.39,39.44,37.56,38.1,37.31,0,25.51,26.67,25.64,27.01,26.26,22.45,23.81,0,,,437392144
FXGL,D54,G6TZL065PF68,2R3BHC,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 09:26:49,2019-11-07 09:41:09,,0.0.2-18A21371e,C079432002AMVW39,Foxconn,F5D9426BR4RNWYK1D,Desay Battery Co. Ltd.,G6T9436000DPFL4A8,FXGL,DLC941208RNLCTV2U,ICT-Lanto Limited,GH9941420DTNY141C,NSTD,G6T94360013PG2XA7,FXGL,C0794270064P5632,Foxconn,G6T9435002MPG32AD,FXGL,FWP9393Z0MFMVFYNC,DNM937301F3N9646N,18A21371e,F8P936501WWN2865R,Miss CmClpcicpciipcvcpcvipcvepbaspmpcpdclpregprf1prf2psd1psd2pwclpsnvjlexjlinjlnljlnmjlnvjlpqjlpsjlskbbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437392144
FXGL,D54,G6TZL066PF68,2R3BHC,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,FAIL,2019-11-07 09:04:23,2019-11-07 09:23:04,TestGroup Failure Action,0.0.2-18A21371e,C079432001DMVW39,Foxconn,F5D9426BP1DNWYK12,Desay Battery Co. Ltd.,G6T9436001APFL4A8,FXGL,DLC94120963LCTV21,ICT-Lanto Limited,GH9941420M8NY1417,NSTD,G6T9436000CPG2XA1,FXGL,C079427006RP5632,Foxconn,G6T9435002LPG32AE,FXGL,FWP9393Z0L0MVFYNW,DNM937301HRN9646U,18A21371e,F8P9365021FN2865Q,Nil,,,,,,,3,104161,90393,194554,35.67,38.28,36.39,39.14,36.91,40.34,39.14,0,26,26.74,26.57,27.75,26.67,23.68,24.46,0,,,437391888
FXGL,D54,G6TZL066PF68,2R3BHC,,,FXGL_C01-5F-DQE_11_SW-DOWNLOAD,PASS,2019-11-07 09:26:48,2019-11-07 09:41:17,,0.0.2-18A21371e,C079432001DMVW39,Foxconn,F5D9426BP1DNWYK12,Desay Battery Co. Ltd.,G6T9436001APFL4A8,FXGL,DLC94120963LCTV21,ICT-Lanto Limited,GH9941420M8NY1417,NSTD,G6T9436000CPG2XA1,FXGL,C079427006RP5632,Foxconn,G6T9435002LPG32AE,FXGL,FWP9393Z0L0MVFYNW,DNM937301HRN9646U,18A21371e,F8P9365021FN2865Q,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437391632
FXGL,D54,G6TZM006PF6M,D54-PRO1,D54-PRO1_2K1BC,,FXGL_C04-5F-RD_21_SW-DOWNLOAD,FAIL,2019-11-07 09:25:30,2019-11-07 09:26:58,TestGroup Failure Action,0.0.2-unknown,C079434004CMVW39,Foxconn,F5D94125C2LNR851H,Desay Battery Co. Ltd.,G6T9444002DPFL4A1,FXGL,DLC9401002QLCTV25,ICT-Lanto Limited,GH9940610BDNY1412,NSTD,G6T94440006PG2XA6,FXGL,C079434000UP5622,Foxconn,G6T94260028PG32AU,FXGL,FWP9364Z3MNMVFYD3,F6D939603F2N96536,unknown,DN89396AXW1N28523,Miss bbpvShSCrSClpcrtappvtcrtpspceCfgrCfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195553280
FXGL,D54,G6TZM006PF6M,D54-PRO1,D54-PRO1_2K1BC,,FXGL_C04-4F-RD_13_SW-DOWNLOAD,FAIL,2019-11-07 09:45:03,2019-11-07 09:48:41,TestGroup Failure Action,0.0.2-18A21371h,C079434004CMVW39,Foxconn,F5D94125C2LNR851H,Desay Battery Co. Ltd.,G6T9444002DPFL4A1,FXGL,DLC9401002QLCTV25,ICT-Lanto Limited,GH9940610BDNY1412,NSTD,G6T94440006PG2XA6,FXGL,C079434000UP5622,Foxconn,G6T94260028PG32AU,FXGL,FWP9364Z3MNMVFYD3,F6D939603F2N96536,18A21371h,DN89396AXW1N28523,Nil,,,,,,,4,64687,146374,211061,,,,,,,,,,,,,,,,,,,342949888
FXGL,D54,G6TZM006PF7D,D54-PRO1,D54-PRO1_3G15WY,,FXGL_C04-5F-BIR_4_SW-DOWNLOAD,PASS,2019-11-07 08:34:24,2019-11-07 08:41:58,,0.0.2-18A21371m,,,,,,,,,,,,,,,,,FWP9364Z2TDMVFYFP,DNM9373009PN9646M,18A21371m,DN8936598L5N2855N,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,4,20439,14996,35435,44.05,47.98,45.75,48.58,45.29,51.62,50.17,0,28.81,29.85,29.08,30.77,29.38,26.64,27.62,0,,,341901312
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:52:10,2019-11-07 09:53:02,TestGroup Failure Action,0.0.2-18A21371l,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,18A21371l,DN8936595LSN28554,Nil,,,,,,,3,53663,101640,155303,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:53:09,2019-11-07 09:53:28,TestGroup Failure Action,0.0.2-unknown,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,unknown,DN8936595LSN28554,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:53:35,2019-11-07 09:53:53,TestGroup Failure Action,0.0.2-unknown,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,unknown,DN8936595LSN28554,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:53:59,2019-11-07 09:54:17,TestGroup Failure Action,0.0.2-unknown,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,unknown,DN8936595LSN28554,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:54:24,2019-11-07 09:54:42,TestGroup Failure Action,0.0.2-unknown,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,unknown,DN8936595LSN28554,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:54:48,2019-11-07 09:55:06,TestGroup Failure Action,0.0.2-unknown,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,unknown,DN8936595LSN28554,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_2_SW-DOWNLOAD,FAIL,2019-11-07 09:55:12,2019-11-07 09:55:27,TestGroup Failure Action,0.0.2-unknown,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,unknown,DN8936595LSN28554,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437391360
FXGL,D54,G6TZM00BPF6M,D54-PRO1,D54-PRO1_2K2BC,,FXGL_C03-1.5FT-14_1_SW-DOWNLOAD,FAIL,2019-11-07 09:59:06,2019-11-07 09:59:26,TestGroup Failure Action,0.0.2-unknown,C0794340003MVW39,Foxconn,F5D941256WUNR851Z,Desay Battery Co. Ltd.,G6T9444002NPFL4AS,FXGL,DLC9401004RLCTV2Y,ICT-Lanto Limited,GH994061087NY141H,NSTD,G6T9444000HPG2XAV,FXGL,C079432001FP5622,Foxconn,G6T9427003XPG32A1,FXGL,FWP9364Z421MVFYDC,DNM938201PHN9642U,unknown,DN8936595LSN28554,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487788544
FXGL,D54,G6TZM00DPF7D,D54-PRO1,D54-PRO1_3G15WY,,FXGL_C04-5FT-05_2_SW-DOWNLOAD,PASS,2019-11-07 08:31:18,2019-11-07 08:39:17,,0.0.2-18A21371l,C079434009LNY9L5,Foxconn,F5D94128K1VNR851V,Desay Battery Co. Ltd.,G6T9444001EPFL4A3,FXGL,DLC940704J7LCTV2Y,ICT-Lanto Limited,GH9942310ZANY1414,NSTD,G6T9444000FPFL1A8,FXGL,C079434003JP5662,Foxconn,G6T9433007NPG32AZ,FXGL,FWP9364Z6SBMVFYDW,F6D93960378N9653Q,18A21371l,DN893659VV4N28559,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,7,53011,104368,157379,52.65,61.93,55.07,65.25,58.72,74.68,70.23,0,30.81,33.04,31.69,33.55,32.2,32.15,32.87,0,,,336658432
FXGL,D54,G6TZM00FPF6M,D54-PRO1,D54-PRO1_2K3BC,,FXGL_C04-5FT-05_2_SW-DOWNLOAD,PASS,2019-11-07 09:53:34,2019-11-07 10:01:49,,0.0.2-18A21371l,C079434003DMVW39,Foxconn,F5D94127USSNR851K,Desay Battery Co. Ltd.,G6T9444002TPFL4AM,FXGL,DLC9401000LLCTV2F,ICT-Lanto Limited,GH9940610B2NY141D,NSTD,G6T9444000JPG2XAU,FXGL,C0794340019P5622,Foxconn,G6T94270042PG32AT,FXGL,FWP9364Z5QKMVFYDV,DNM938201KPN96420,18A21371l,DN89365956YN28556,Miss bbpvpcrtappvtcrtpspceCfgrCfg,,,,,,,3,54337,82940,137277,,,,,,,,,,,,,,,,,,,337707008
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 08:45:39,2019-11-07 08:47:08,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 08:53:31,2019-11-07 08:54:57,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 08:58:42,2019-11-07 09:00:10,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:01:37,2019-11-07 09:03:05,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:03:32,2019-11-07 09:04:58,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:05:08,2019-11-07 09:06:35,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:08:08,2019-11-07 09:09:35,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
FXGL,D54,G6TZM00GPF68,D54-PRO1,D54-PRO1_2G6BHC,,FXGL_C03-4F-RD01_1_SW-DOWNLOAD,FAIL,2019-11-07 09:24:39,2019-11-07 09:26:06,TestGroup Failure Action,0.0.2-unknown,C079433001XMVW39,Foxconn,F5D94125NYUNR851B,Desay Battery Co. Ltd.,G6T94430021PFL4AE,FXGL,DLC940104LGLCTV2P,ICT-Lanto Limited,GH9939210EANY1418,NSTD,G6T94430001PG2XAC,FXGL,C0794320037P5632,Foxconn,G6T9435001EPG32AP,FXGL,FWP9385Z3YVMVFYJ9,F6D939602H3N96530,unknown,DN893656R74N2855L,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487657472
